"","ID","MonthlyIncome"
"1",871,5764.93755071707
"2",872,2583.90824611472
"3",873,12120.0986600543
"4",874,2148.89309657776
"5",875,2425.79348196393
"6",876,6214.54139652136
"7",877,5329.12657611253
"8",878,1938.4517606252
"9",879,2520.7917298661
"10",880,12662.4657310763
"11",881,9660.17800646448
"12",882,2475.34694536743
"13",883,5985.67703404187
"14",884,5523.36792256623
"15",885,6213.25432625803
"16",886,5908.76525271876
"17",887,5924.42365413688
"18",888,6096.20006352326
"19",889,5346.62733575646
"20",890,2691.69761293054
"21",891,5588.0422891974
"22",892,8771.27289474688
"23",893,8684.3451084017
"24",894,5617.96218724048
"25",895,9655.22785445274
"26",896,8978.59273846358
"27",897,8826.16108008195
"28",898,15660.783778772
"29",899,6005.9494228932
"30",900,2721.47270829505
"31",901,2463.81891496332
"32",902,5883.24768839334
"33",903,6399.36510428705
"34",904,2671.06382145081
"35",905,16317.3927395502
"36",906,5538.34459707912
"37",907,9426.07627167985
"38",908,6014.79996566978
"39",909,2454.86936788924
"40",910,2524.47862779757
"41",911,19007.9732612767
"42",912,2769.92005185127
"43",913,2372.98852681892
"44",914,13414.3808595746
"45",915,6056.02795005646
"46",916,5079.45382972813
"47",917,2679.66289297399
"48",918,5786.72634303367
"49",919,2400.76019328654
"50",920,2936.45636639009
"51",921,2448.69788680074
"52",922,2402.01008295835
"53",923,5487.66326246499
"54",924,5162.81489954863
"55",925,17027.6629881052
"56",926,2522.6769194319
"57",927,5808.54379736941
"58",928,13135.8752560216
"59",929,1992.70959362425
"60",930,2393.11354908429
"61",931,5801.60810739499
"62",932,12921.1266850387
"63",933,8554.67242213851
"64",934,2183.4726125732
"65",935,2178.01617742282
"66",936,2134.13688104102
"67",937,9129.3851528862
"68",938,9098.73529628873
"69",939,5945.62951576232
"70",940,2590.6836774582
"71",941,2897.03329588014
"72",942,9111.50072110587
"73",943,9873.2242083168
"74",944,6088.83858881213
"75",945,2427.19058535129
"76",946,5585.17371313475
"77",947,2478.03446988387
"78",948,2762.44203093532
"79",949,2547.84437148428
"80",950,5723.1265208491
"81",951,2577.23624426629
"82",952,5857.24357068842
"83",953,5865.16888141796
"84",954,2294.34446212983
"85",955,4958.1929677945
"86",956,8355.47105805563
"87",957,10323.0392324037
"88",958,2399.06835686462
"89",959,9402.80168503352
"90",960,19928.7225574664
"91",961,2557.01962163833
"92",962,5604.50842214251
"93",963,6062.60070845914
"94",964,5599.13677576482
"95",965,2565.99750442401
"96",966,19588.9323398589
"97",967,2609.43340396223
"98",968,9095.5196419201
"99",969,16945.2872379932
"100",970,2516.4781200645
"101",971,5809.11075632335
"102",972,6129.79475151767
"103",973,2286.47827856183
"104",974,2577.88139436182
"105",975,6008.3745947843
"106",976,2655.30640144603
"107",977,6464.7933230519
"108",978,2541.33134279505
"109",979,8972.14978460052
"110",980,19405.4011799614
"111",981,2720.6412814159
"112",982,9126.26218362088
"113",983,2706.8621397278
"114",984,2618.9602453725
"115",985,6000.41135406567
"116",986,2490.45422689122
"117",987,2503.02691770778
"118",988,5696.67486941934
"119",989,9315.72795369221
"120",990,2628.09092852184
"121",991,5919.90568987739
"122",992,2541.62855055712
"123",993,5821.2310820792
"124",994,5566.24785009356
"125",995,5239.36280615892
"126",996,5811.30533165242
"127",997,2490.06788552774
"128",998,16904.786595552
"129",999,8781.61755267619
"130",1000,2141.18111646077
"131",1001,6029.50940617194
"132",1002,5191.78018987299
"133",1003,5531.60328142929
"134",1004,6716.77341345083
"135",1005,3030.35248348008
"136",1006,5938.48949718681
"137",1007,2545.84316599018
"138",1008,6006.57228120995
"139",1009,19426.2918506512
"140",1010,5861.73485167775
"141",1011,9057.4157842949
"142",1012,5881.52993925245
"143",1013,6127.81803392577
"144",1014,5136.11371338767
"145",1015,5619.70289686814
"146",1016,2667.90387482252
"147",1017,2663.06766881028
"148",1018,8662.93450763994
"149",1019,9166.70346332979
"150",1020,2006.36826528148
"151",1021,5828.40032666068
"152",1022,5500.43221137177
"153",1023,5699.62389720213
"154",1024,9687.85143030427
"155",1025,16287.9111984065
"156",1026,18662.4870520553
"157",1027,5570.48274179162
"158",1028,5781.00782294648
"159",1029,5697.42177855586
"160",1030,9323.73205655125
"161",1031,5619.01956470024
"162",1032,2745.24411223523
"163",1033,12614.7591687078
"164",1034,2501.26767214142
"165",1035,4841.00846531153
"166",1036,2499.6681479527
"167",1037,5698.70648047817
"168",1038,8997.41873259307
"169",1039,13014.7407837192
"170",1040,6016.88694510575
"171",1041,2184.01232694934
"172",1042,2882.02611860338
"173",1043,8781.14522153087
"174",1044,6366.80607765008
"175",1045,2402.55753440141
"176",1046,2180.87063429236
"177",1047,6095.31226696138
"178",1048,12916.2676843177
"179",1049,2661.17838123423
"180",1050,5822.66305965402
"181",1051,9942.28632870998
"182",1052,2284.64187082805
"183",1053,6162.13776038902
"184",1054,2847.53428733898
"185",1055,2592.88827966873
"186",1056,2488.27287090596
"187",1057,5910.32064967077
"188",1058,15835.5896918204
"189",1059,6174.23204555728
"190",1060,2708.57769844998
"191",1061,5772.78065791215
"192",1062,6070.83702621096
"193",1063,6226.79813891852
"194",1064,2309.27609432033
"195",1065,5675.51030997314
"196",1066,2480.84026477453
"197",1067,3479.32360178316
"198",1068,19899.6499354471
"199",1069,5433.37728890061
"200",1070,2541.99373255345
"201",1071,2778.70890643599
"202",1072,6180.97716472352
"203",1073,2544.89267248758
"204",1074,5892.07174538752
"205",1075,5898.33841668263
"206",1076,16448.8827844154
"207",1077,19481.1941417786
"208",1078,5321.15641290621
"209",1079,5597.53154654155
"210",1080,5911.7498266202
"211",1081,3064.77628493262
"212",1082,2643.75833318161
"213",1083,2122.05350302227
"214",1084,6138.63703527624
"215",1085,8596.24962072659
"216",1086,8684.80468991607
"217",1087,5763.90573086114
"218",1088,2600.42241356287
"219",1089,2708.18707818706
"220",1090,5826.65735751656
"221",1091,5644.99287800184
"222",1092,5856.75663654909
"223",1093,12551.0106141459
"224",1094,5757.66568037032
"225",1095,5328.30950395114
"226",1096,6112.96121337325
"227",1097,3246.30465866975
"228",1098,2543.08436598188
"229",1099,2552.31510099855
"230",1100,6035.8747226454
"231",1101,19348.6556811574
"232",1102,5808.00833596571
"233",1103,5892.10509818784
"234",1104,9856.05456530757
"235",1105,2658.81661836444
"236",1106,2593.85460548001
"237",1107,2913.28038760076
"238",1108,5607.80928601932
"239",1109,5588.25956917422
"240",1110,5701.14738460339
"241",1111,5664.85202788029
"242",1112,12752.8873567077
"243",1113,13360.2348384386
"244",1114,6063.4929093939
"245",1115,9723.40101950391
"246",1116,2760.90677729005
"247",1117,6628.3439942141
"248",1118,5251.16667942878
"249",1119,9572.83410574043
"250",1120,2610.94057514199
"251",1121,9296.35089424905
"252",1122,16436.5787822997
"253",1123,5726.21829028311
"254",1124,16204.3389775845
"255",1125,2591.64387885728
"256",1126,2142.83551601653
"257",1127,2375.64466743326
"258",1128,5376.53378421005
"259",1129,15761.8616121139
"260",1130,2397.17227837866
"261",1131,12780.3291456909
"262",1132,16750.1316258985
"263",1133,6149.72317347112
"264",1134,2034.30382818317
"265",1135,2673.46386865393
"266",1136,2392.84308224912
"267",1137,2956.77447482001
"268",1138,5809.80387000931
"269",1139,8880.07327388631
"270",1140,15948.8276152972
"271",1141,6176.99598453966
"272",1142,6025.78383104975
"273",1143,9613.03764775675
"274",1144,5605.72213902064
"275",1145,5682.43266603122
"276",1146,5767.2462190517
"277",1147,5285.11137936894
"278",1148,2352.40610605589
"279",1149,2713.48914858757
"280",1150,6112.77698164535
"281",1151,2363.8246393828
"282",1152,5697.73146533092
"283",1153,5957.99279405454
"284",1154,2302.02027740422
"285",1155,6401.22869695087
"286",1156,12221.9314990019
"287",1157,2408.16781081908
"288",1158,5888.70795041068
"289",1159,2639.6890477901
"290",1160,6087.94175535369
"291",1161,2795.3122678716
"292",1162,8922.19334247481
"293",1163,2400.39271684848
"294",1164,9013.33019577158
"295",1165,2455.69451840965
"296",1166,2086.06072856916
"297",1167,9369.23592394403
"298",1168,5850.12608419555
"299",1169,2773.04799814767
"300",1170,2533.75877087779
